CODE_CORRESPONDANCE;Correspondance;Acte Externe;Acte RC;Libellé Acte;DMT;DMT;Domaine Court Séjour;Libellé DCS;Base de Remboursement;Spécialité;Libellé Spécialité;Mode de traitement;Libellé Mode de traitement;Nature d'assurance;Libellé Nature d'assurance;DEBUT_EFFET;FIN_EFFET;DATE_CREATION;DATE_MAJ;CODE_CAT_PROF_SANTE;CAT_PROF_SANTE;CODE_GARANTIE_ELEMENTAIRE;GARANTIE_ELEMENTAIRE;TYPE_SECTEUR_CONVENTIONNE;CATEGORIE_DENT;AUTEUR_CREATION;AUTEUR_MAJ
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;663;NUTRITION PARENTÉRALE POUR ENFANTS;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;664;NUTRITION PARENTÉRALE POUR ADULTES;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;715;SURV. PAR MONITO. PRÉV. MORT SUBITE NOURRISSON;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;717;SOINS HAUTEMENT SPÉCIALISÉS EN MÉDECINE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;719;SOINS HAUTEMENT SPÉC. EN GYNÉCOLOGIE OBSTÉTRIQUE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;646;ASSISTANCE VENTILATOIRE SANS TRACHÉOTOMIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;647;ASSISTANCE VENTILATOIRE ENDO-TRACHÉALE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;648;TRACHÉOTOMIE ISOLÉE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;649;CURE THERM. SYSTÈME NERVEUX ET AFFECT.PSYCHO.;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;651;CURE THERM. AFFECTIONS MUQUEUSES BUCCO-LINGUALES;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;638;SURVEILLANCE CONTINUE EN PÉDIATRIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;640;SURVEILLANCE CONTINUE EN UROLOGIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;641;RÉANIMATION EN CARDIOLOGIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;644;NEUTRONTHÉRAPIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;645;OXYGÉNOTHÉRAPIE ISOLÉE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;627;MOYEN SÉJOUR INDIFFÉRENCIÉ;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;631;GYNÉCOLOGIE CHIRURGICALE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;635;RÉANIMATION NÉONATALE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;636;RÉANIMATION PÉDIATRIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;637;SURVEILLANCE CONTINUE EN CARDIOLOGIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;639;SURVEILLANCE CONTINUE EN NÉPHROLOGIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;620;CURE MÉD. ENF. ATTEINTS INFIR. ORTHO. (MECS PERM.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;622;CURE MÉDICALE ENFANTS ÉNURÉTIQUES (MECS PERM.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;623;CURE MÉDICALE ENFANTS ÉNURÉTIQUES (MECS TEMP.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;624;AUTRE CURE MÉDICALE SPÉCIALISÉE (MECS PERM.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;625;AUTRE CURE MÉDICALE SPÉCIALISÉE (MECS TEMP.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;628;ORTHOPÉDIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;617;CURE MÉD. ENF. DÉF. TEMP. SOMATO. PSY. (MECS TEMP);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;618;CURE MÉDICALE POUR ENFANTS HÉMOPHILES (MECS PERM.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;619;CURE MÉDICALE POUR ENFANTS HÉMOPHILES (MECS TEMP.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;621;CURE MÉD ENF. ATTEINTS INFIR. ORTHO. (MECS TEMP.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;611;CURE MÉD. ENF CONV. RHUMAT. AIGUS (MECS TEMP.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;612;CURE MÉD. ENF. DIABÉTIQUES (MECS PERM.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;613;CURE MÉD. ENF. DIABÉTIQUES (MECS TEMP.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;614;CURE MÉD. ENF. ÉPILEPTIQUES (MECS PERM.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;615;CURE MÉD. ENF ÉPILEPTIQUES (MECS TEMP.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;616;CURE MÉD. ENF. DÉF. TEMP. SOMATO. PSY. (MECS PERM);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;605;CURE MÉD. NON SPÉC. ENF. (MECS OUVERTE TEMPORAIRE);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;606;CURE THERMALE ENFANTS (MECS OUVERTE PERMANENCE);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;607;CURE THERMALE ENFANTS (MECS OUVERTE TEMPORAIRE);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;608;CURE THERM ENF AFF. CHRON. NON TUB. (MECS PERM.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;609;CURE THERM. ENF. AFF. CHRON. NON TUB. (MECS TEMP.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;610;CURE MÉD. ENF. CONV. RHUMAT. AIGUS (MECS PERM.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;556;DIALYSE PÉRITONÉALE CONTINUE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;593;ACCUEIL ENFANT ACCOMPAGNANT LA MÈRE CONVALESCENTE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;594;REPOS PRÉNATAL;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;595;CONVALESCENCE POST-NATALE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;604;CURE MÉD. NON SPÉC. ENF. (MECS OUVERTE PERMANENCE);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;527;RESPIRATOIRE HP;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-10-25 00:00:00.000;2023-10-25 00:00:00.000;;;;;2;;49CHABJE;49CHABJE
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;529;POLYVALENT HP;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-10-25 00:00:00.000;2023-10-25 00:00:00.000;;;;;2;;49CHABJE;49CHABJE
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;552;ENTRAÎNEMENT-HÉMODIALYSE-DOMICILE-AUTODIALYSE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;553;ENTRAÎNEMENT - DIALYSE PÉRITONÉALE - DOMICILE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;554;ENTRAÎNEMENT - DIALYSE PÉRITONÉALE CONTINUE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;555;DIALYSE PÉRITONÉALE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;557;O.R.L. ET STOMATOLOGIE INDIFFÉRENCIÉS;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;524;LOCOMOTEUR HP;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-10-25 00:00:00.000;2023-10-25 00:00:00.000;;;;;2;;49CHABJE;49CHABJE
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;526;DIGESTIF HP;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-10-25 00:00:00.000;2023-10-25 00:00:00.000;;;;;2;;49CHABJE;49CHABJE
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;528;ADDICTION HP;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-10-25 00:00:00.000;2023-10-25 00:00:00.000;;;;;2;;49CHABJE;49CHABJE
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;522;NEUROLOGIE HP;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-10-25 00:00:00.000;2023-10-25 00:00:00.000;;;;;2;;49CHABJE;49CHABJE
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;523;CARDIOLOGIE HP;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-10-25 00:00:00.000;2023-10-25 00:00:00.000;;;;;2;;49CHABJE;49CHABJE
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;525;GERIATRIE HP;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-10-25 00:00:00.000;2023-10-25 00:00:00.000;;;;;2;;49CHABJE;49CHABJE
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;514;LOCOMOTEUR HC;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-01-09 00:00:00.000;2023-01-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;515;GERIATRIE HC;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-01-09 00:00:00.000;2023-01-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;517;RESPIRATOIRE HC;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-01-09 00:00:00.000;2023-01-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;518;ADDICTION HC;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-01-09 00:00:00.000;2023-01-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;519;POLYVALENT HC;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-01-10 00:00:00.000;2023-01-10 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;521;PEDIATRIE-BRULES-ONCOHEMATOLOGIE HP;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-01-10 00:00:00.000;2023-01-10 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;511;PEDIATRIE-BRULES-ONCOHEMATOLOGIE HC;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-01-09 00:00:00.000;2023-01-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;512;NEUROLOGIE HC;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-01-09 00:00:00.000;2023-01-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;513;CARDIOLOGIE HC;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-01-09 00:00:00.000;2023-01-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;516;DIGESTIF HC;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-01-09 00:00:00.000;2023-01-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;462;AUTRE CURE MÉD. SPÉC. POUR ENFANTS (AÉRIUM);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;463;AUTRE CURE MÉDICALE SPÉCIALISÉE POUR TOUS AGES;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;464;CURE MÉD. SPÉC. EN PNEUMOLOGIE POUR ENFANTS;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;465;CURE MÉD. SPÉC. EN PNEUMOLOGIE POUR TOUS AGES;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;466;CONVALESCENCE ET RÉADAPTATION POUR PERSONNES ÂGÉES;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;467;CURE MÉD. SPÉC. EN CARDIOLOGIE POUR ENFANTS;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;468;CURE MÉDICALE SPÉCIALISÉE EN CARDIOLOGIE POUR TOUS;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;408;POLE SPÉCIALISE D'URGENCE (POSU) EN NEUROCHIRURGIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;409;AUTRE POLE SPÉC. D'URGENCE (POSU) NON DENOMMÉ...;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;43;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;457;CURE MÉD. SPÉC. CONTRE TUBERCULOSE INDIFFERENCIEE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;458;CURE MÉD. SPÉC. CONTRE TUBERCULOSE PULMONAIRE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;459;CURE MÉD SPÉC. CONTRE TUBERCULOSE EXTRA-PULMONAIRE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSM;Frais de séjour médecine;460;CURE MÉD. SPÉC. CONTRE TUBERCULOSE (PREV.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;403;POLE SPÉCIALISE D'URGENCE (POSU) EN PEDIATRIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;405;POLE SPÉCIALISE D'URGENCE (POSU) EN CARDIOLOGIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;PJ;FDSC;Frais de séjour chirurgie;406;POLE SPÉCIALISE D'URGENCE (POSU) EN TRAUMATOLOGIE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-23 00:00:00.000;2016-06-23 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
